# Table S3 Comprehensive yeast annotation table
# Costa et. al
# See Materials and Methods for additional information on annotation derivation
#
# gene: systematic gene name
# name: common gene name
# secretome: whether gene is a member of the secretome
# srp_dept: whether gene is predicted to be SRP-dependent, SRP-independent, or Internal
# tailanchor: whether this gene is annotated as tailanchor
# mitop2: whether gene is a member of the mitop2 reference set
# chx_dept: whether gene is predicted as CHX-dependent or CHX-independent for ER enrichment
# amino_acid_length: length of gene in amino acids
# hydrophobic_start: position, in amino acids, where the first Phobius-predicted hydrophobic feature begins
# first_hydrophobic_type: whether first Phobius-predicted hydrophobic feature is signal peptide (SP) or transmembrane domain (TMD)
# hydrophobic features: all Phobius-predicted hydrophobic features throughout length of protein
# For a given sequencing experiment:
#	The first portion indicates the protein to which BirA was fused
#	'XmAuxin' indicates X minutes of auxin treatment prior to biotinylation
#	'XmCHX' indicates X minutes of CHX pre-treatment (in addition to biotinylation time)
#	'XmBiotin' indicates X minutes of biotinylation time
#	'input' represents the whole cell ribosome profiling library
#	'pulldown' represents a biotin pulldown ribosome profiling library
#	'cts' refers to the number of sequencing reads that mapped to the gene
#	'rpkm' is reads per kilobase per million, which corrects counts for total sequencing reads in the library and gene length
#	'log2enrich' represents log2(*pulldown_rpkm/*input_rpkm)
#
gene	name	secretome	srp_dept	tailanchor	mitop2	chx_dept	amino_acid_length	hydrophobic_start	first_hydrophobic_type	hydrophobic_features	sec63BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_input_cts	sec63BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_input_rpkm	sec63BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_pulldown_cts	sec63BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_pulldown_rpkm	sec63BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_log2enrich	sec63BirA_srp72-AID_15mAuxin_2mCHX_2mBiotin_input_cts	sec63BirA_srp72-AID_15mAuxin_2mCHX_2mBiotin_input_rpkm	sec63BirA_srp72-AID_15mAuxin_2mCHX_2mBiotin_pulldown_cts	sec63BirA_srp72-AID_15mAuxin_2mCHX_2mBiotin_pulldown_rpkm	sec63BirA_srp72-AID_15mAuxin_2mCHX_2mBiotin_log2enrich	sec63BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_input_cts	sec63BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_input_rpkm	sec63BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_pulldown_cts	sec63BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_pulldown_rpkm	sec63BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_log2enrich	sec63BirA_srp72-AID_60mAuxin_2mCHX_2mBiotin_input_cts	sec63BirA_srp72-AID_60mAuxin_2mCHX_2mBiotin_input_rpkm	sec63BirA_srp72-AID_60mAuxin_2mCHX_2mBiotin_pulldown_cts	sec63BirA_srp72-AID_60mAuxin_2mCHX_2mBiotin_pulldown_rpkm	sec63BirA_srp72-AID_60mAuxin_2mCHX_2mBiotin_log2enrich	sec63BirA_srp72-AID_0mAuxin_0mCHX_1minBiotin_input_cts	sec63BirA_srp72-AID_0mAuxin_0mCHX_1mBiotin_input_rpkm	sec63BirA_srp72-AID_0mAuxin_0mCHX_1mBiotin_pulldown_cts	sec63BirA_srp72-AID_0mAuxin_0mCHX_1mBiotin_pulldown_rpkm	sec63BirA_srp72-AID_0mAuxin_0mCHX_1mBiotin_log2enrich	sec63BirA_srp72-AID_30mAuxin_0mCHX_1mBiotin_input_cts	sec63BirA_srp72-AID_30mAuxin_0mCHX_1mBiotin_input_rpkm	sec63BirA_srp72-AID_30mAuxin_0mCHX_1mBiotin_pulldown_cts	sec63BirA_srp72-AID_30mAuxin_0mCHX_1mBiotin_pulldown_rpkm	sec63BirA_srp72-AID_30mAuxin_0mCHX_1mBiotin_log2enrich	sec63BirA_srp72-AID_60mAuxin_0mCHX_1mBiotin_input_cts	sec63BirA_srp72-AID_60mAuxin_0mCHX_1mBiotin_input_rpkm	sec63BirA_srp72-AID_60mAuxin_0mCHX_1mBiotin_pulldown_cts	sec63BirA_srp72-AID_60mAuxin_0mCHX_1mBiotin_pulldown_rpkm	sec63BirA_srp72-AID_60mAuxin_0mCHX_1mBiotin_log2enrich	BirAubc6_srp72-AID_0mAuxin_2mCHX_2mBiotin_input_cts	BirAubc6_srp72-AID_0mAuxin_2mCHX_2mBiotin_input_rpkm	BirAubc6_srp72-AID_0mAuxin_2mCHX_2mBiotin_pulldown_cts	BirAubc6_srp72-AID_0mAuxin_2mCHX_2mBiotin_pulldown_rpkm	BirAubc6_srp72-AID_0mAuxin_2mCHX_2mBiotin_log2enrich	BirAubc6_srp72-AID_15mAuxin_2mCHX_2mBiotin_input_cts	BirAubc6_srp72-AID_15mAuxin_2mCHX_2mBiotin_input_rpkm	BirAubc6_srp72-AID_15mAuxin_2mCHX_2mBiotin_pulldown_cts	BirAubc6_srp72-AID_15mAuxin_2mCHX_2mBiotin_pulldown_rpkm	BirAubc6_srp72-AID_15mAuxin_2mCHX_2mBiotin_log2enrich	BirAubc6_srp72-AID_30mAuxin_2mCHX_2mBiotin_input_cts	BirAubc6_srp72-AID_30mAuxin_2mCHX_2mBiotin_input_rpkm	BirAubc6_srp72-AID_30mAuxin_2mCHX_2mBiotin_pulldown_cts	BirAubc6_srp72-AID_30mAuxin_2mCHX_2mBiotin_pulldown_rpkm	BirAubc6_srp72-AID_30mAuxin_2mCHX_2mBiotin_log2enrich	BirAubc6_srp72-AID_60mAuxin_2mCHX_2mBiotin_input_cts	BirAubc6_srp72-AID_60mAuxin_2mCHX_2mBiotin_input_rpkm	BirAubc6_srp72-AID_60mAuxin_2mCHX_2mBiotin_pulldown_cts	BirAubc6_srp72-AID_60mAuxin_2mCHX_2mBiotin_pulldown_rpkm	BirAubc6_srp72-AID_60mAuxin_2mCHX_2mBiotin_log2enrich	tom20BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_input_cts	tom20BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_input_rpkm	tom20BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_pulldown_cts	tom20BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_pulldown_rpkm	tom20BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_log2enrich	tom20BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_input_cts	tom20BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_input_rpkm	tom20BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_pulldown_cts	tom20BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_pulldown_rpkm	tom20BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_log2enrich	om45BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_input_cts	om45BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_input_rpkm	om45BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_pulldown_cts	om45BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_pulldown_rpkm	om45BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_log2enrich	om45BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_input_cts	om45BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_input_rpkm	om45BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_pulldown_cts	om45BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_pulldown_rpkm	om45BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_log2enrich
YAL013W	DEP1	no	Not secreted	no	no		405	None	None	None	696.0	49.18754327	192.0	11.66408631	-2.07621969952	4520.0	32.39658042	1515.0	15.5645842	-1.05757450285	4452.0	35.62065352	1283.0	15.93208481	-1.1607789207	2148.0	51.03509412	684.0	20.60162318	-1.30873164269	677.0	25.14484739	707.0	18.77360292	-0.421557247058	621.0	29.15608079	449.0	26.50572889	-0.13749258886	651.0	31.89822935	893.0	21.4416079	-0.57306324601	85.0	19.70281041	112.0	15.3258968	-0.362429934292	506.0	32.66615735	156.0	14.58246345	-1.16356229667	499.0	32.77671299	139.0	15.85991938	-1.04728574366	455.0	36.65245372	163.0	17.29250287	-1.08376308779	1298.0	41.38622949	601.0	25.92887778	-0.674591050521	1818.0	52.72565667	681.0	28.04527098	-0.910747635384	2595.0	32.16097014	2533.0	19.89443452	-0.692946033856	1480.0	36.10359838	2018.0	22.99779812	-0.650646895353
YAL014C	SYN8	yes	Tail anchor	yes	no		255	236	TMD	TMD	325.0	36.47909839	94.0	9.06968476	-2.00794576039	2069.0	23.55244888	802.0	13.08621651	-0.84782902748	2338.0	29.71023432	926.0	18.26298585	-0.702037329991	1167.0	44.03726532	621.0	29.70652012	-0.567945266496	357.0	21.05927396	446.0	18.80952878	-0.162991992199	381.0	28.41040098	293.0	27.47108885	-0.0485050991268	475.0	36.9652834	996.0	37.98219615	0.0391523512419	44.0	16.19857354	34.0	7.38927167		261.0	26.76103358	74.0	10.98633559	-1.28442357126	289.0	30.14932116	110.0	19.93396553	-0.596896780025	322.0	41.19669458	147.0	24.76865533	-0.734013039324	526.0	26.63678198	202.0	13.84125472	-0.944445069026	778.0	35.83625005	377.0	24.65861737	-0.539327771031	1310.0	25.78564012	1372.0	17.11454523	-0.591344903039	781.0	30.25900553	933.0	16.88735301	-0.841421361614
YAL015C	NTG1	no	Not secreted	no	yes		399	None	None	None	161.0	11.54925301	37.0	2.28156763	-2.33970221935	1658.0	12.06222403	515.0	5.37049414	-1.16736919351	1706.0	13.85504312	635.0	8.0039028	-0.791635648552	955.0	23.03138961	428.0	13.0849249	-0.815695815294	245.0	9.23652367	264.0	7.11564493	-0.376355447796	270.0	12.86718178	168.0	10.06664654	-0.354112939109	326.0	16.21381881	573.0	13.96505468	-0.215402703621	50.0	11.76417251	53.0	7.36149245		187.0	12.25381352	72.0	6.83157628	-0.842940400004	251.0	16.73480675	106.0	12.27648868	-0.44695391096	375.0	30.66232288	157.0	16.90643473	-0.858894542332	506.0	16.37622563	368.0	16.11532969	-0.023169181333	754.0	22.19635141	561.0	23.45079215	0.0793141078506	877.0	11.03248891	1315.0	10.48345149	-0.0736445203267	579.0	14.33670884	1006.0	11.63711172	-0.300980842343
YAL016W	TPD3	no	Not secreted	no	no		635	None	None	None	2765.0	124.62992271	692.0	26.81247399	-2.216674242	22803.0	104.23990853	5273.0	34.55126556	-1.59309726266	19239.0	98.17717242	4687.0	37.12121689	-1.40314361157	8560.0	129.71485233	2545.0	48.88936791	-1.40775101941	4771.0	113.0188932	4273.0	72.36730589	-0.64315399731	3916.0	117.26314178	2349.0	88.44183101	-0.40694881719	4517.0	141.16173131	6731.0	103.07818895	-0.453609934745	586.0	86.63396007	356.0	31.06985097	-1.47941734348	3040.0	125.17062315	867.0	51.69001922	-1.27593836565	2550.0	106.82830334	789.0	57.41752606	-0.89573085284	2259.0	116.06176912	846.0	57.24293763	-1.01972320882	4961.0	100.88618373	2097.0	57.70174897	-0.806041658731	6868.0	127.03977119	2620.0	68.81690204	-0.884445366945	14328.0	113.25532988	13175.0	65.99762864	-0.779092853113	7017.0	109.17458469	8357.0	60.74307808	-0.845845120737
YAL017W	PSK1	no	Not secreted	no	no		1356	None	None	None	865.0	18.26715455	177.0	3.21315492	-2.50718947868	8985.0	19.24366206	2614.0	8.02489534	-1.26182888747	6928.0	16.56393471	2153.0	7.98911894	-1.05193710814	3262.0	23.15941064	1083.0	9.74726331	-1.24852941752	1402.0	15.56027445	946.0	7.50634038	-1.05168588982	1266.0	17.76152102	594.0	10.47825007	-0.761357334804	1656.0	24.24682198	1861.0	13.35245638	-0.860690495083	97.0	6.7187718	119.0	4.86590627	-0.465489000136	1327.0	25.59925694	307.0	8.57538402	-1.57782875013	911.0	17.88101359	295.0	10.05812653	-0.83006691082	1096.0	26.38220649	434.0	13.75843021	-0.939249357367	1802.0	17.16899442	854.0	11.00971363	-0.641028599909	2691.0	23.32119068	1187.0	14.60737408	-0.674944595374	4975.0	18.42441755	7259.0	17.03656794	-0.112984281966	2283.0	16.6419261	4677.0	15.92727098	-0.063323324579
YAL018C	LDS1	yes	Internal	no	no		325	92	TMD	TMD	3.0	0.26420365	8.0	0.60563525		8.0	0.07145332	2.0	0.0256051		0.0	0.0	0.0	0.0		2.0	0.05921562	2.0	0.07506664		0.0	0.0	3.0	0.09927071		0.0	0.0	1.0	0.07356396		0.0	0.0	5.0	0.1496055		0.0	0.0	0.0	0.0		1.0	0.08044873	2.0	0.23297427		3.0	0.24556008	1.0	0.14218633		0.0	0.0	4.0	0.52881274		3.0	0.1191994	4.0	0.21505072		3.0	0.1084229	2.0	0.10263942		7.0	0.10810891	13.0	0.12723641		8.0	0.24319264	46.0	0.65327282	
YAL019W	FUN30	no	Not secreted	no	no		1131	None	None	None	1025.0	26.26464938	190.0	4.1850914	-2.64979128949	6223.0	16.17194991	1527.0	5.68808107	-1.50747970783	4583.0	13.29530898	1240.0	5.58302392	-1.25179866314	1270.0	10.94057667	354.0	3.86589852	-1.50081311121	2045.0	27.53946492	1386.0	13.34422311	-1.04528521343	991.0	16.86992102	455.0	9.73882714	-0.792633277183	712.0	12.64932734	891.0	7.75685093	-0.705517686472	174.0	14.62380378	126.0	6.25144291	-1.22605749267	679.0	15.89348576	173.0	5.86346384	-1.43861047795	593.0	14.12281909	190.0	7.86034532	-0.845363497853	256.0	7.47710488	158.0	6.07755908	-0.298987756835	1948.0	22.52018593	2399.0	37.52678393	0.736701917039	808.0	8.4965248	1046.0	15.61874244	0.878333513871	5415.0	24.33280018	20671.0	58.86535215	1.27451636794	1742.0	15.40773409	11765.0	48.61372244	1.65770889794
YAL020C	ATS1	no	Not secreted	no	no		333	None	None	None	329.0	28.27825327	121.0	8.9401675	-1.6613192419	1660.0	14.47036928	652.0	8.14672911	-0.828808897038	1655.0	16.10480665	738.0	11.14584771	-0.530984993647	931.0	26.90265323	414.0	15.16549075	-0.826956279401	286.0	12.91924571	252.0	8.13840962	-0.666703040111	248.0	14.16119866	157.0	11.27207456	-0.329190326409	277.0	16.50730389	487.0	14.22150774	-0.215030081419	83.0	23.39904511	58.0	9.65265218	-1.27745235673	174.0	13.66178891	70.0	7.95820511	-0.779631418441	178.0	14.21987061	63.0	8.74253771	-0.701784318631	246.0	24.10113826	143.0	18.45087979	-0.385411674655	477.0	18.49738508	192.0	10.07444817	-0.876620518678	449.0	15.83744972	154.0	7.71336778	-1.03790723259	988.0	14.89222239	892.0	8.5206368	-0.805525904523	618.0	18.33530079	723.0	10.021072	-0.871587085119
YAL021C	CCR4	no	Not secreted	no	no		837	None	None	None	1738.0	59.81379972	368.0	10.88687013	-2.45788911611	16302.0	56.89935629	4654.0	23.28396819	-1.2890753795	12057.0	46.97769633	3415.0	20.65106193	-1.1857599983	4932.0	57.06416134	1431.0	20.98894935	-1.44295500665	3437.0	62.16495099	2577.0	33.32332745	-0.899568942569	2173.0	49.68244942	1174.0	33.74949163	-0.557870531411	2225.0	53.09105201	3234.0	37.81391421	-0.489551535122	348.0	39.28205728	248.0	16.52590618	-1.24914110595	2045.0	64.29046592	595.0	27.08500948	-1.24711021038	1716.0	54.88932171	482.0	26.78174935	-1.03527531269	1330.0	52.1733864	543.0	28.05277379	-0.895170648853	3938.0	61.14523365	3200.0	67.23028541	0.136871231005	4416.0	62.36815707	3629.0	72.77885603	0.222709745401	10799.0	65.17500119	14817.0	56.67120123	-0.201702921274	4550.0	54.0512695	10468.0	58.09443567	0.104071484921
YAL022C	FUN26	yes	Internal	no	no	indept	517	76	TMD	TMD	880.0	48.71840309	6926.0	329.60702785	2.75820825392	6139.0	34.46853697	18373.0	147.86638159	2.10094211398	5315.0	33.31305611	8150.0	79.28080332	1.2508838692	2721.0	50.64396091	3069.0	72.41136032	0.515825809883	1301.0	37.85315753	5020.0	104.423059	1.46395477407	867.0	31.88754778	727.0	33.61958138	0.0763086051705	997.0	38.26883366	1615.0	30.37686127	-0.33319712274	149.0	27.05577641	1265.0	135.6009961	2.32535922875	723.0	36.56371459	1467.0	107.42389429	1.554830378	664.0	34.16625768	549.0	49.07078433	0.522292096875	520.0	32.81402322	519.0	43.13224765	0.394454409007	1612.0	40.26342235	465.0	15.71544495	-1.35728668547	1633.0	37.10041634	1348.0	43.48774625	0.229173566323	4202.0	40.79550437	5079.0	31.2492143	-0.384590260683	1904.0	36.38481727	4580.0	40.88792332	0.168338225572
YAL023C	PMT2	yes	SRP dependent	no	no	indept	759	59	TMD	TMD	5755.0	217.02235277	63401.0	2055.22252448	3.24337905736	43654.0	166.95446102	178077.0	976.21610542	2.54774591053	22611.0	96.53387611	54139.0	358.73143118	1.89379694278	6612.0	83.82638452	11516.0	185.08031978	1.14267518507	11131.0	220.60114666	64907.0	919.6720713	2.05967923925	4269.0	106.94905387	4844.0	152.58463118	0.512685936869	2855.0	74.64572623	6033.0	77.29518904	0.0503189590069	1116.0	138.03419746	17657.0	1289.25266706	3.22343739129	4673.0	160.9743059	18218.0	908.6994042	2.49697270366	2886.0	101.15198893	5715.0	347.9490516	1.7823513875	1717.0	73.80320122	2238.0	126.69036333	0.779551490651	11363.0	193.32473481	3868.0	89.04488173	-1.11842164086	4152.0	64.25378424	2680.0	58.89257857	-0.125695582341	36615.0	242.13862083	46946.0	196.74705987	-0.299491129195	8528.0	111.00670533	18578.0	112.97368666	0.0253399606987
YAL024C	LTE1	no	Not secreted	no	no		1435	None	None	None	208.0	4.14870304	73.0	1.2516286	-1.72885386426	2506.0	5.06926419	854.0	2.47620093	-1.03364796743	1589.0	3.58817608	756.0	2.64954238	-0.437507484554	555.0	3.72160904	228.0	1.9381318	-0.941259823726	601.0	6.299962	392.0	2.93776737	-1.10062296743	303.0	4.01497916	179.0	2.98228788	-0.428972971788	332.0	4.59120615	489.0	3.31373574	-0.470414655278	61.0	3.99063686	53.0	2.046854		344.0	6.26771294	136.0	3.58796608	-0.804772854842	199.0	3.6891053	132.0	4.25072714	0.204438684182	230.0	5.22904784	122.0	3.65286149	-0.517521218997	716.0	6.44313622	369.0	4.49302398	-0.520076334584	438.0	3.58513366	280.0	3.25442061	-0.139626185287	1839.0	6.43245312	2271.0	5.03404004	-0.353652346048	582.0	4.00695884	1235.0	3.97223721	-0.0125559114685
YAL025C	MAK16	no	Not secreted	no	no		306	None	None	None	418.0	39.09811059	183.0	14.71411623	-1.40989799853	3704.0	35.13705118	1056.0	14.35894081	-1.29104378817	2205.0	23.35010931	823.0	13.52631152	-0.787660818221	594.0	18.6790457	174.0	6.93630502	-1.42918150385	1544.0	75.89990428	1814.0	63.75277505	-0.251609924806	347.0	21.56257467	269.0	21.0174144	-0.0369442554738	256.0	16.60195184	567.0	18.01866233	0.118139047563	128.0	39.26926919	174.0	31.51307036	-0.317450424489	347.0	29.64903784	141.0	17.44451934	-0.765211441125	292.0	25.38524158	121.0	18.27280174	-0.474292132526	168.0	17.91160634	55.0	7.7226533	-1.21372621646	2345.0	98.95952748	951.0	54.30294239	-0.865808239451	468.0	17.96418704	250.0	13.6265569	-0.398702574209	4189.0	68.71249775	3605.0	37.47445065	-0.874665197623	923.0	29.80053575	1231.0	18.56764162	-0.682547685352
YAL026C	DRS2	yes	Internal	no	no	indept	1355	410	TMD	TMD	1080.0	24.64402878	6251.0	122.61428057	2.3148169851	10436.0	24.15109724	41577.0	137.91772967	2.51364729022	9046.0	23.36928206	34291.0	137.48906644	2.55663157746	4055.0	31.10767559	19700.0	191.5815239	2.62261593066	2523.0	30.25656668	9912.0	84.98290392	1.48992435319	1738.0	26.34689111	6123.0	116.7077589	2.14719583531	2168.0	34.29943177	17314.0	134.22869375	1.96843652506	280.0	20.95604603	1673.0	73.91726253	1.81854479262	1300.0	27.09773209	3110.0	93.86609415	1.79243201663	1203.0	25.51364683	2672.0	98.43843226	1.9479525541	1349.0	35.08695393	3026.0	103.65284705	1.56275313286	2263.0	23.29741751	1359.0	18.93087836	-0.299428691628	2455.0	22.98908439	1282.0	17.04679009	-0.4314489021	7335.0	29.35174707	11482.0	29.11762922	-0.0115534827878	3529.0	27.7960121	6587.0	24.23789046	-0.197613774422
YAL027W	SAW1	no	Not secreted	no	no		261	None	None	None	66.0	7.23776276	45.0	4.24205725	-0.770779728367	877.0	9.75382245	324.0	5.16516758	-0.91715255405	730.0	9.063253	299.0	5.76144814	-0.65359747942	342.0	12.60884381	96.0	4.48674189	-1.49069589407	212.0	12.21829797	237.0	9.76542336	-0.323288833564	148.0	10.78235871	121.0	11.08391781	0.0397951066382	126.0	9.58011338	347.0	12.92855186	0.432446051112	16.0	5.75497911	40.0	8.49341571		131.0	13.12300651	52.0	7.54265351	-0.798954223589	103.0	10.49824233	52.0	9.2067009	-0.189391621381	86.0	10.74990495	66.0	10.8649743	0.0153608583236	209.0	10.34051029	213.0	14.25946948	0.463612925241	303.0	13.63594569	192.0	12.26953979	-0.152333621628	715.0	13.75030515	1121.0	13.662071	-0.00928744079395	324.0	12.2644563	721.0	12.75013773	0.0560295528179
YAL028W	FRT2	yes	Tail anchor	yes	no		528	505	TMD	TMD	36.0	1.952737	29.0	1.35220599		424.0	2.33250163	137.0	1.08029116	-1.1104578894	574.0	3.52495829	188.0	1.79183975	-0.976164568242	282.0	5.142557	148.0	3.4213887	-0.587903863316	50.0	1.42536373	55.0	1.12095007		82.0	2.95492703	71.0	3.21697083	0.122580349933	149.0	5.60360119	256.0	4.7178184	-0.248234395479	11.0	1.95702918	19.0	1.99552346		73.0	3.61714365	9.0	0.6457199		35.0	1.7645268	11.0	0.96332809		115.0	7.11024983	39.0	3.17563239	-1.16285633582	91.0	2.22698824	44.0	1.45699241	-0.612100577841	158.0	3.51706641	77.0	2.43387695	-0.531116345221	273.0	2.59686749	415.0	2.50172673	-0.053848190847	177.0	3.31403739	296.0	2.58911994	-0.356128080498
YAL029C	MYO4	no	Not secreted	no	no		1471	None	None	None	773.0	15.04068918	525.0	8.78114502	-0.77638969653	6471.0	12.76951747	2666.0	7.540973	-0.759881420711	4267.0	9.39965082	1842.0	6.29764143	-0.577795547467	2028.0	13.26615124	796.0	6.60086356	-1.00702319549	1652.0	16.89323132	1131.0	8.26862259	-1.03072638537	747.0	9.65607204	401.0	6.5174864	-0.567120772189	1021.0	13.77379707	978.0	6.4652764	-1.09114237322	128.0	8.16886225	254.0	9.5693831	0.228290767497	694.0	12.33528971	305.0	7.84961738	-0.652097361142	540.0	9.76564568	214.0	6.72267783	-0.538679421501	522.0	11.57722599	294.0	8.5873652	-0.431002159169	2075.0	18.21552197	863.0	10.25090939	-0.829416435069	1100.0	8.78340997	457.0	5.18168585	-0.761359591914	5190.0	17.70930375	5535.0	11.96895916	-0.565209794291	1567.0	10.52446725	2440.0	7.65591798	-0.459099926694
YAL030W	SNC1	yes	Tail anchor	yes	no		117	95	TMD	TMD	481.0	117.66847636	158.0	33.22582277	-1.82435104054	4013.0	99.56324839	1237.0	43.99099159	-1.17840517998	4188.0	115.99053774	1270.0	54.59072168	-1.08727944367	2403.0	197.6321409	1138.0	118.64699992	-0.73614197004	830.0	106.71060675	1037.0	95.31826574	-0.162878975444	770.0	125.14036906	520.0	106.25904676	-0.235961588208	1133.0	192.16958801	2001.0	166.31144661	-0.208492571554	135.0	108.32088076	86.0	40.73572845	-1.41094476237	745.0	166.48417833	197.0	63.74434837	-1.38501573648	751.0	170.75520508	222.0	87.68156867	-0.961584042203	902.0	251.51700698	373.0	136.9771877	-0.876720309422	805.0	88.84770435	476.0	71.08621044	-0.321764772545	1332.0	133.72158166	605.0	86.24562322	-0.632709174302	3548.0	152.21047851	3113.0	84.63396578	-0.846759005443	1871.0	157.99077265	2455.0	96.84690658	-0.706062428118
YAL031C	GIP4	no	Not secreted	no	no	dept	760	283	TMD	TMD	211.0	7.94638821	184.0	5.95674144	-0.415775937641	2878.0	10.99241097	993.0	5.43645215	-1.01577049266	2935.0	12.51400326	1042.0	6.89533075	-0.85985172437	1342.0	16.99137754	511.0	8.20177156	-1.05079535407	524.0	10.37129657	497.0	7.03276384	-0.560432586699	545.0	13.63563847	293.0	9.21727323	-0.564970331399	550.0	14.3611662	811.0	10.37691301	-0.468795582684	70.0	8.6466668	157.0	11.44850973	0.404943811612	397.0	13.6577598	154.0	7.67129087	-0.832179596784	400.0	14.00123274	127.0	7.7220272	-0.858502313861	487.0	20.90557174	237.0	13.39861873	-0.641803219513	814.0	13.83079056	335.0	7.70185763	-0.844605262402	1145.0	17.695997	426.0	9.34896553	-0.920544402442	1872.0	12.36343227	2152.0	9.00699885	-0.456960929782	1084.0	14.0915734	1460.0	8.86664625	-0.6683722823
YAL032C	PRP45	no	Not secreted	no	no		379	None	None	None	311.0	23.48670508	126.0	8.17967134	-1.52172955188	1974.0	15.11902197	672.0	7.37751288	-1.035158377	2049.0	17.51880583	664.0	8.81109423	-0.991511336493	968.0	24.57682706	397.0	12.7776697	-0.943673919726	393.0	15.59799221	445.0	12.62711217	-0.304835604398	324.0	16.25542648	237.0	14.95056377	-0.120721519347	336.0	17.59303142	688.0	17.65265943	0.00488145440319	63.0	15.6050662	65.0	9.50467003		259.0	17.867472	98.0	9.78922222	-0.868069383938	315.0	22.11012611	95.0	11.58312101	-0.932683221739	336.0	28.92322712	110.0	12.47035309	-1.21372621579	545.0	18.56921243	275.0	12.67820459	-0.550562173742	744.0	23.05774688	386.0	16.98695931	-0.440823913755	1420.0	18.80597854	1687.0	14.15882797	-0.409489528819	735.0	19.15984213	1157.0	14.09010624	-0.44340318418
YAL033W	POP5	no	Not secreted	no	yes		173	None	None	None	372.0	61.54570518	117.0	16.63965347	-1.88703279633	2695.0	45.21977802	1113.0	26.76880443	-0.756401204437	2118.0	39.67177236	890.0	25.8728863	-0.616671846538	649.0	36.09842551	363.0	25.59533881	-0.496054809392	475.0	41.30121854	576.0	35.80631415	-0.205970329789	282.0	30.99528066	288.0	39.80107648	0.360758883614	288.0	33.03596487	611.0	34.34440694	0.0560376905787	58.0	31.47358154	62.0	19.86133715		327.0	49.42016665	54.0	11.81704742	-2.06423026348	226.0	34.7521927	58.0	15.4925565	-1.16552877828	180.0	33.94478658	156.0	38.74393885	0.190780616289	772.0	57.62452912	307.0	31.00677117	-0.894099755057	505.0	34.28691547	244.0	23.52400565	-0.543524379818	1684.0	48.85879883	2025.0	37.23319947	-0.392028802958	680.0	38.83350646	942.0	25.13187658	-0.62778358056
YAL034C	FUN19	no	Not secreted	no	no		413	None	None	None	79.0	5.47492224	35.0	2.08507899	-1.39273643537	607.0	4.26632955	165.0	1.66231685	-1.35980001331	1834.0	14.38967649	512.0	6.23477644	-1.20662442218	1209.0	28.16864233	364.0	10.75107008	-1.3896097686	106.0	3.86074549	117.0	3.04662532	-0.341667365901	299.0	13.76618827	174.0	10.07274015	-0.450672943856	559.0	26.85977481	813.0	19.14262132	-0.488658808695	15.0	3.4096161	30.0	4.02563227		197.0	12.47150113	61.0	5.59166449	-1.15728542124	226.0	14.55721389	42.0	4.69937862	-1.63119235134	465.0	36.73242341	157.0	16.33333524	-1.16923466364	125.0	3.90837434	105.0	4.44225535	0.184723670611	775.0	22.04117753	544.0	21.96930913	-0.00471179867837	520.0	6.31975284	1079.0	8.31041718	0.395052764628	391.0	9.35342144	837.0	9.35396036	8.31219697083e-05
